# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
2.582999999999999829e+01 3.512999999999999653e-21
2.705000000000000071e+01 7.204000000000000039e-21
2.832999999999999829e+01 1.432999999999999965e-20
2.967000000000000171e+01 2.768000000000000048e-20
3.107999999999999829e+01 5.200999999999999808e-20
3.254999999999999716e+01 9.562999999999999930e-20
3.409000000000000341e+01 1.703999999999999994e-19
3.571000000000000085e+01 2.964000000000000175e-19
3.739999999999999858e+01 5.035999999999999627e-19
3.917000000000000171e+01 8.370999999999999600e-19
4.103000000000000114e+01 1.366999999999999929e-18
4.296999999999999886e+01 2.177999999999999889e-18
4.500999999999999801e+01 3.404000000000000145e-18
4.714000000000000057e+01 5.219999999999999957e-18
4.936999999999999744e+01 7.861000000000000002e-18
5.171000000000000085e+01 1.163000000000000052e-17
5.415999999999999659e+01 1.697000000000000138e-17
5.671999999999999886e+01 2.428999999999999940e-17
5.940999999999999659e+01 3.420999999999999900e-17
6.222999999999999687e+01 4.744000000000000025e-17
6.517000000000000171e+01 6.480999999999999950e-17
6.826000000000000512e+01 8.727999999999999780e-17
7.148999999999999488e+01 1.158000000000000032e-16
7.487999999999999545e+01 1.514999999999999966e-16
7.843000000000000682e+01 1.954000000000000049e-16
8.214000000000000057e+01 2.488000000000000196e-16
8.603000000000000114e+01 3.126999999999999832e-16
9.010999999999999943e+01 3.879000000000000021e-16
9.437999999999999545e+01 4.752999999999999530e-16
9.884999999999999432e+01 5.754999999999999838e-16
1.035000000000000000e+02 6.889999999999999545e-16
1.084000000000000057e+02 8.167000000000000377e-16
1.135999999999999943e+02 9.572999999999999952e-16
1.190000000000000000e+02 1.110999999999999909e-15
1.245999999999999943e+02 1.278000000000000059e-15
1.305000000000000000e+02 1.457000000000000009e-15
1.366999999999999886e+02 1.648999999999999974e-15
1.430999999999999943e+02 1.852000000000000117e-15
1.499000000000000057e+02 2.064999999999999831e-15
1.570000000000000000e+02 2.290000000000000135e-15
1.645000000000000000e+02 2.523999999999999993e-15
1.723000000000000114e+02 2.767000000000000194e-15
1.804000000000000057e+02 3.018999999999999950e-15
1.890000000000000000e+02 3.280000000000000050e-15
1.979000000000000057e+02 3.548000000000000066e-15
2.073000000000000114e+02 3.823999999999999818e-15
2.170999999999999943e+02 4.107999999999999699e-15
2.274000000000000057e+02 4.399999999999999711e-15
2.381999999999999886e+02 4.699000000000000033e-15
2.495000000000000000e+02 5.004999999999999878e-15
2.613000000000000114e+02 5.318000000000000034e-15
2.736000000000000227e+02 5.637999999999999712e-15
2.866000000000000227e+02 5.963999999999999881e-15
3.001999999999999886e+02 6.297000000000000362e-15
3.143999999999999773e+02 6.637000000000000365e-15
3.293000000000000114e+02 6.983000000000000070e-15
3.448999999999999773e+02 7.334999999999999479e-15
3.611999999999999886e+02 7.695000000000000596e-15
3.783000000000000114e+02 8.058999999999999411e-15
3.963000000000000114e+02 8.430000000000000115e-15
4.150000000000000000e+02 8.805999999999999914e-15
4.346999999999999886e+02 9.188000000000000204e-15
4.553000000000000114e+02 9.574999999999999590e-15
4.768999999999999773e+02 9.966999999999999649e-15
4.995000000000000000e+02 1.035999999999999953e-14
5.231000000000000227e+02 1.076999999999999948e-14
5.478999999999999773e+02 1.116999999999999967e-14
5.737999999999999545e+02 1.157999999999999963e-14
6.010000000000000000e+02 1.198999999999999959e-14
6.295000000000000000e+02 1.240999999999999931e-14
6.592999999999999545e+02 1.283000000000000061e-14
6.906000000000000227e+02 1.325000000000000034e-14
7.232999999999999545e+02 1.367000000000000006e-14
7.575000000000000000e+02 1.408999999999999979e-14
7.933999999999999773e+02 1.452000000000000086e-14
8.310000000000000000e+02 1.494000000000000059e-14
8.703999999999999773e+02 1.536999999999999850e-14
9.116000000000000227e+02 1.579000000000000138e-14
9.547999999999999545e+02 1.621999999999999930e-14
1.000000000000000000e+03 1.663999999999999902e-14
-----------------------


C42 O2 Excitation 9.97 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 0.000000000000000000e+00
1.551999999999999957e+01 0.000000000000000000e+00
1.626000000000000156e+01 0.000000000000000000e+00
1.703000000000000114e+01 0.000000000000000000e+00
1.782999999999999829e+01 8.941999999999999680e-29
1.867999999999999972e+01 2.824000000000000011e-28
1.955999999999999872e+01 8.469999999999999192e-28
2.048999999999999844e+01 3.856999999999999755e-27
2.146000000000000085e+01 1.084000000000000059e-26
2.248000000000000043e+01 2.918000000000000003e-26
2.353999999999999915e+01 7.532000000000000256e-26
2.466000000000000014e+01 1.895999999999999912e-25
2.582999999999999829e+01 4.522000000000000054e-25
2.705000000000000071e+01 1.039999999999999994e-24
2.832999999999999829e+01 2.312000000000000066e-24
2.967000000000000171e+01 4.970999999999999701e-24
3.107999999999999829e+01 1.036000000000000005e-23
3.254999999999999716e+01 2.105999999999999988e-23
3.409000000000000341e+01 4.135999999999999751e-23
3.571000000000000085e+01 7.903000000000000362e-23
3.739999999999999858e+01 1.471000000000000001e-22
3.917000000000000171e+01 2.670999999999999777e-22
4.103000000000000114e+01 4.752999999999999892e-22
4.296999999999999886e+01 8.232000000000000026e-22
4.500999999999999801e+01 1.395000000000000081e-21
4.714000000000000057e+01 2.314000000000000128e-21
4.936999999999999744e+01 3.762999999999999677e-21
5.171000000000000085e+01 6.000999999999999885e-21
5.415999999999999659e+01 9.416000000000000106e-21
5.671999999999999886e+01 1.446999999999999949e-20
5.940999999999999659e+01 2.185000000000000013e-20
6.222999999999999687e+01 3.244000000000000081e-20
6.517000000000000171e+01 4.737999999999999845e-20
6.826000000000000512e+01 6.813000000000000119e-20
7.148999999999999488e+01 9.639999999999999838e-20
7.487999999999999545e+01 1.344000000000000080e-19
7.843000000000000682e+01 1.845000000000000101e-19
8.214000000000000057e+01 2.499000000000000146e-19
8.603000000000000114e+01 3.338000000000000072e-19
9.010999999999999943e+01 4.397999999999999632e-19
9.437999999999999545e+01 5.720000000000000186e-19
9.884999999999999432e+01 7.348000000000000305e-19
1.035000000000000000e+02 9.327999999999999592e-19
1.084000000000000057e+02 1.172000000000000004e-18
1.135999999999999943e+02 1.455999999999999995e-18
1.190000000000000000e+02 1.790000000000000105e-18
1.245999999999999943e+02 2.179999999999999956e-18
1.305000000000000000e+02 2.631999999999999939e-18
1.366999999999999886e+02 3.151000000000000027e-18
1.430999999999999943e+02 3.744999999999999717e-18
1.499000000000000057e+02 4.420000000000000362e-18
1.570000000000000000e+02 5.183000000000000077e-18
1.645000000000000000e+02 6.041999999999999898e-18
1.723000000000000114e+02 7.005999999999999544e-18
1.804000000000000057e+02 8.082999999999999283e-18
1.890000000000000000e+02 9.282000000000000376e-18
1.979000000000000057e+02 1.060999999999999978e-17
2.073000000000000114e+02 1.208999999999999961e-17
2.170999999999999943e+02 1.371999999999999941e-17
2.274000000000000057e+02 1.552999999999999979e-17
2.381999999999999886e+02 1.751000000000000004e-17
2.495000000000000000e+02 1.970000000000000149e-17
2.613000000000000114e+02 2.211000000000000022e-17
2.736000000000000227e+02 2.473999999999999932e-17
2.866000000000000227e+02 2.762999999999999858e-17
3.001999999999999886e+02 3.078999999999999717e-17
3.143999999999999773e+02 3.425000000000000187e-17
3.293000000000000114e+02 3.801999999999999953e-17
3.448999999999999773e+02 4.213999999999999918e-17
3.611999999999999886e+02 4.662999999999999917e-17
3.783000000000000114e+02 5.151999999999999703e-17
3.963000000000000114e+02 5.683000000000000344e-17
4.150000000000000000e+02 6.260999999999999580e-17
4.346999999999999886e+02 6.887999999999999710e-17
4.553000000000000114e+02 7.569000000000000323e-17
4.768999999999999773e+02 8.306999999999999940e-17
4.995000000000000000e+02 9.107000000000000614e-17
5.231000000000000227e+02 9.971999999999999632e-17
5.478999999999999773e+02 1.091000000000000003e-16
5.737999999999999545e+02 1.191999999999999944e-16
6.010000000000000000e+02 1.301000000000000088e-16
6.295000000000000000e+02 1.418999999999999984e-16
6.592999999999999545e+02 1.545999999999999878e-16
6.906000000000000227e+02 1.684000000000000099e-16
7.232999999999999545e+02 1.831000000000000072e-16
7.575000000000000000e+02 1.990000000000000042e-16
7.933999999999999773e+02 2.161000000000000011e-16
8.310000000000000000e+02 2.344000000000000223e-16
8.703999999999999773e+02 2.540999999999999776e-16
9.116000000000000227e+02 2.752000000000000148e-16
9.547999999999999545e+02 2.977999999999999777e-16
1.000000000000000000e+03 3.220000000000000061e-16
-----------------------


C43 O2 Ionization 12.06 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 0.000000000000000000e+00
1.551999999999999957e+01 0.000000000000000000e+00
1.626000000000000156e+01 0.000000000000000000e+00
1.703000000000000114e+01 0.000000000000000000e+00
1.782999999999999829e+01 0.000000000000000000e+00
1.867999999999999972e+01 0.000000000000000000e+00
1.955999999999999872e+01 0.000000000000000000e+00
2.048999999999999844e+01 2.781999999999999839e-28
2.146000000000000085e+01 9.364000000000000220e-28
2.248000000000000043e+01 2.985000000000000086e-27
2.353999999999999915e+01 9.031999999999999452e-27
